date,time,total_count,today_count,tank_beans,tank_water,tank_milk,barometer,thermometer
2021-01-01,09:00:00,100,0,500,1600,950,15.0,95.0
2021-01-01,09:01:00,100,0,500,1600,950,15.0,95.0
2021-01-01,09:02:00,100,0,500,1600,950,15.0,95.0
2021-01-01,09:03:00,100,0,500,1600,950,15.0,95.0
2021-01-01,09:04:00,101,1,484,1350,950,14.9,94.9
2021-01-01,09:05:00,101,1,484,1350,950,15.0,100.0
2021-01-01,09:06:00,102,2,468,1100,950,14.9,99.9
2021-01-01,09:07:00,103,3,456,900,850,15.0,99.80000000000001
2021-01-01,09:08:00,103,3,456,1400,850,15.0,100.0
2021-01-01,09:09:00,104,4,436,1050,775,14.9,99.9
2021-01-01,09:10:00,104,4,436,1550,775,15.0,100.0
2021-01-01,09:11:00,104,4,436,1550,775,15.0,100.0
2021-01-01,09:12:00,104,4,436,1550,775,15.0,100.0
2021-01-01,09:13:00,105,5,424,1350,675,14.9,99.9
2021-01-01,09:14:00,106,6,408,1100,675,15.0,99.80000000000001
2021-01-01,09:15:00,106,6,408,1100,675,15.0,99.80000000000001
2021-01-01,09:16:00,107,7,388,750,600,14.9,99.70000000000002
2021-01-01,09:17:00,108,8,368,1250,525,15.0,100.0
2021-01-01,09:18:00,109,9,348,900,450,14.9,99.9
2021-01-01,09:19:00,110,10,328,1400,375,15.0,100.0
2021-01-01,09:20:00,111,11,312,1150,375,14.9,99.9
2021-01-01,09:21:00,112,12,292,800,300,15.0,99.80000000000001
2021-01-01,09:22:00,112,12,292,1300,300,15.0,100.0
2021-01-01,09:23:00,113,13,280,1100,200,14.9,99.9
2021-01-01,09:24:00,113,13,280,1100,1150,15.0,99.9
2021-01-01,09:25:00,114,14,268,900,1050,14.9,99.80000000000001
2021-01-01,09:26:00,115,15,252,1400,1050,15.0,100.0
2021-01-01,09:27:00,116,16,240,1200,950,14.9,99.9
2021-01-01,09:28:00,117,17,228,1000,850,15.0,99.80000000000001
2021-01-01,09:29:00,118,18,212,1500,850,14.9,100.0
2021-01-01,09:30:00,118,18,212,1500,850,15.0,100.0
2021-01-01,09:31:00,119,19,200,1300,750,14.9,99.9
2021-01-01,09:32:00,120,20,184,1050,750,15.0,99.80000000000001
2021-01-01,09:33:00,121,21,638,1550,650,14.9,100.0
2021-01-01,09:34:00,122,22,626,1350,550,15.0,99.9
2021-01-01,09:35:00,123,23,610,1100,550,14.9,99.80000000000001
2021-01-01,09:36:00,124,24,598,900,450,15.0,99.70000000000002
2021-01-01,09:37:00,124,24,598,1400,450,15.0,100.0
2021-01-01,09:38:00,125,25,586,1200,350,14.9,99.9
2021-01-01,09:39:00,126,26,570,950,350,15.0,99.80000000000001
2021-01-01,09:40:00,127,27,558,1450,250,14.9,100.0
2021-01-01,09:41:00,128,28,542,1200,250,15.0,99.9
2021-01-01,09:42:00,129,29,522,850,175,14.9,99.80000000000001
2021-01-01,09:43:00,130,30,506,1350,1125,15.0,100.0
2021-01-01,09:44:00,131,31,494,1150,1025,14.9,99.9
2021-01-01,09:45:00,132,32,474,800,950,15.0,99.80000000000001
2021-01-01,09:46:00,133,33,462,1300,850,14.9,100.0
2021-01-01,09:47:00,134,34,450,1100,750,15.0,99.9
2021-01-01,09:48:00,135,35,438,900,650,14.9,99.80000000000001
2021-01-01,09:49:00,136,36,426,1400,550,15.0,100.0
2021-01-01,09:50:00,137,37,414,1200,450,14.9,99.9
2021-01-01,09:51:00,138,38,402,1000,350,15.0,99.80000000000001
2021-01-01,09:52:00,139,39,390,1500,250,14.9,100.0
2021-01-01,09:53:00,140,40,374,1250,250,15.0,99.9
2021-01-01,09:54:00,140,40,374,1250,250,15.0,99.9
2021-01-01,09:55:00,141,41,362,1050,150,14.9,99.80000000000001
2021-01-01,09:56:00,142,42,346,1550,1100,15.0,100.0
2021-01-01,09:57:00,142,42,346,1550,1100,15.0,100.0
2021-01-01,09:58:00,143,43,334,1350,1000,14.9,99.9
2021-01-01,09:59:00,143,43,334,1350,1000,15.0,99.9
2021-01-01,10:00:00,143,43,334,1350,1000,15.0,99.9
2021-01-01,10:01:00,143,43,334,1350,1000,15.0,99.9
2021-01-01,10:02:00,144,44,314,1000,925,14.9,99.80000000000001
2021-01-01,10:03:00,145,45,298,1500,925,15.0,100.0
2021-01-01,10:04:00,146,46,278,1150,850,14.9,99.9
2021-01-01,10:05:00,147,47,262,900,850,15.0,99.80000000000001
2021-01-01,10:06:00,148,48,250,1400,750,14.9,100.0
2021-01-01,10:07:00,148,48,250,1400,750,15.0,100.0
2021-01-01,10:08:00,149,49,230,1050,675,14.9,99.9
2021-01-01,10:09:00,150,50,214,1550,675,15.0,100.0
2021-01-01,10:10:00,151,51,202,1350,575,14.9,99.9
2021-01-01,10:11:00,151,51,202,1350,575,15.0,99.9
2021-01-01,10:12:00,152,52,190,1150,475,14.9,99.80000000000001
2021-01-01,10:13:00,153,53,644,800,400,15.0,99.70000000000002
2021-01-01,10:14:00,154,54,628,1300,400,14.9,100.0
2021-01-01,10:15:00,155,55,616,1100,300,15.0,99.9
2021-01-01,10:16:00,156,56,596,750,225,14.9,99.80000000000001
