date,time,total_count,today_count,tank_beans,tank_water,tank_milk,barometer,thermometer
2021-01-01,09:00:00,100,0,500,1600,950,15.0,95.0
2021-01-01,09:01:00,101,1,488,1400,850,14.9,94.9
2021-01-01,09:02:00,101,1,488,1400,850,15.0,100.0
2021-01-01,09:03:00,102,2,476,1200,750,14.9,99.9
2021-01-01,09:04:00,102,2,476,1200,750,15.0,99.9
2021-01-01,09:05:00,103,3,460,950,750,14.9,99.80000000000001
2021-01-01,09:06:00,103,3,460,1450,750,15.0,100.0
2021-01-01,09:07:00,104,4,448,1250,650,14.9,99.9
2021-01-01,09:08:00,105,5,432,1000,650,15.0,99.80000000000001
2021-01-01,09:09:00,106,6,420,1500,550,14.9,100.0
2021-01-01,09:10:00,107,7,400,1150,475,15.0,99.9
2021-01-01,09:11:00,108,8,380,800,400,14.9,99.80000000000001
2021-01-01,09:12:00,108,8,380,1300,400,15.0,100.0
2021-01-01,09:13:00,109,9,368,1100,300,14.9,99.9
2021-01-01,09:14:00,110,10,356,900,200,15.0,99.80000000000001
2021-01-01,09:15:00,111,11,336,1400,1150,14.9,100.0
2021-01-01,09:16:00,112,12,324,1200,1050,15.0,99.9
2021-01-01,09:17:00,113,13,308,950,1050,14.9,99.80000000000001
2021-01-01,09:18:00,114,14,296,1450,950,15.0,100.0
2021-01-01,09:19:00,114,14,296,1450,950,15.0,100.0
2021-01-01,09:20:00,114,14,296,1450,950,15.0,100.0
2021-01-01,09:21:00,115,15,284,1250,850,14.9,99.9
2021-01-01,09:22:00,116,16,272,1050,750,15.0,99.80000000000001
2021-01-01,09:23:00,117,17,256,1550,750,14.9,100.0
2021-01-01,09:24:00,118,18,240,1300,750,15.0,99.9
2021-01-01,09:25:00,119,19,220,950,675,14.9,99.80000000000001
2021-01-01,09:26:00,119,19,220,1450,675,15.0,100.0
2021-01-01,09:27:00,119,19,220,1450,675,15.0,100.0
2021-01-01,09:28:00,120,20,208,1250,575,14.9,99.9
2021-01-01,09:29:00,121,21,188,900,500,15.0,99.80000000000001
2021-01-01,09:30:00,122,22,642,1400,425,14.9,100.0
2021-01-01,09:31:00,122,22,642,1400,425,15.0,100.0
2021-01-01,09:32:00,122,22,642,1400,425,15.0,100.0
2021-01-01,09:33:00,123,23,630,1200,325,14.9,99.9
2021-01-01,09:34:00,124,24,618,1000,225,15.0,99.80000000000001
2021-01-01,09:35:00,125,25,598,1500,1175,14.9,100.0
2021-01-01,09:36:00,126,26,578,1150,1100,15.0,99.9
2021-01-01,09:37:00,127,27,562,900,1100,14.9,99.80000000000001
2021-01-01,09:38:00,128,28,550,1400,1000,15.0,100.0
2021-01-01,09:39:00,128,28,550,1400,1000,15.0,100.0
2021-01-01,09:40:00,129,29,534,1150,1000,14.9,99.9
2021-01-01,09:41:00,130,30,514,800,925,15.0,99.80000000000001
2021-01-01,09:42:00,131,31,498,1300,925,14.9,100.0
2021-01-01,09:43:00,132,32,486,1100,825,15.0,99.9
2021-01-01,09:44:00,133,33,474,900,725,14.9,99.80000000000001
2021-01-01,09:45:00,133,33,474,1400,725,15.0,100.0
2021-01-01,09:46:00,134,34,458,1150,725,14.9,99.9
2021-01-01,09:47:00,135,35,446,950,625,15.0,99.80000000000001
2021-01-01,09:48:00,136,36,426,1450,550,14.9,100.0
2021-01-01,09:49:00,137,37,410,1200,550,15.0,99.9
2021-01-01,09:50:00,138,38,394,950,550,14.9,99.80000000000001
2021-01-01,09:51:00,139,39,378,1450,550,15.0,100.0
2021-01-01,09:52:00,139,39,378,1450,550,15.0,100.0
2021-01-01,09:53:00,139,39,378,1450,550,15.0,100.0
2021-01-01,09:54:00,140,40,362,1200,550,14.9,99.9
2021-01-01,09:55:00,140,40,362,1200,550,15.0,99.9
2021-01-01,09:56:00,141,41,350,1000,450,14.9,99.80000000000001
2021-01-01,09:57:00,142,42,330,1500,375,15.0,100.0
2021-01-01,09:58:00,143,43,310,1150,300,14.9,99.9
2021-01-01,09:59:00,144,44,290,800,225,15.0,99.80000000000001
2021-01-01,10:00:00,145,45,278,1300,1175,14.9,100.0
2021-01-01,10:01:00,146,46,258,950,1100,15.0,99.9
2021-01-01,10:02:00,147,47,238,1450,1025,14.9,100.0
2021-01-01,10:03:00,147,47,238,1450,1025,15.0,100.0
2021-01-01,10:04:00,147,47,238,1450,1025,15.0,100.0
2021-01-01,10:05:00,148,48,222,1200,1025,14.9,99.9
2021-01-01,10:06:00,148,48,222,1200,1025,15.0,99.9
2021-01-01,10:07:00,149,49,206,950,1025,14.9,99.80000000000001
2021-01-01,10:08:00,149,49,206,1450,1025,15.0,100.0
2021-01-01,10:09:00,150,50,186,1100,950,14.9,99.9
2021-01-01,10:10:00,151,51,640,750,875,15.0,99.80000000000001
2021-01-01,10:11:00,152,52,620,1250,800,14.9,100.0
2021-01-01,10:12:00,153,53,608,1050,700,15.0,99.9
2021-01-01,10:13:00,153,53,608,1550,700,15.0,100.0
2021-01-01,10:14:00,154,54,588,1200,625,14.9,99.9
2021-01-01,10:15:00,155,55,568,850,550,15.0,99.80000000000001
2021-01-01,10:16:00,156,56,556,1350,450,14.9,100.0
2021-01-01,10:17:00,156,56,556,1350,450,15.0,100.0
2021-01-01,10:18:00,157,57,536,1000,375,14.9,99.9
2021-01-01,10:19:00,158,58,524,1500,275,15.0,100.0
2021-01-01,10:20:00,159,59,504,1150,200,14.9,99.9
2021-01-01,10:21:00,160,60,488,900,1150,15.0,99.80000000000001
2021-01-01,10:22:00,161,61,472,1400,1150,14.9,100.0
2021-01-01,10:23:00,162,62,452,1050,1075,15.0,99.9
2021-01-01,10:24:00,163,63,432,1550,1000,14.9,100.0
2021-01-01,10:25:00,163,63,432,1550,1000,15.0,100.0
2021-01-01,10:26:00,164,64,412,1200,925,14.9,99.9
2021-01-01,10:27:00,165,65,392,850,850,15.0,99.80000000000001
2021-01-01,10:28:00,166,66,372,1350,775,14.9,100.0
2021-01-01,10:29:00,167,67,360,1150,675,15.0,99.9
2021-01-01,10:30:00,167,67,360,1150,675,15.0,99.9
2021-01-01,10:31:00,168,68,348,950,575,14.9,99.80000000000001
2021-01-01,10:32:00,169,69,332,1450,575,15.0,100.0
2021-01-01,10:33:00,170,70,316,1200,575,14.9,99.9
2021-01-01,10:34:00,170,70,316,1200,575,15.0,99.9
2021-01-01,10:35:00,171,71,300,950,575,14.9,99.80000000000001
2021-01-01,10:36:00,171,71,300,1450,575,15.0,100.0
2021-01-01,10:37:00,172,72,280,1100,500,14.9,99.9
2021-01-01,10:38:00,172,72,280,1100,500,15.0,99.9
2021-01-01,10:39:00,173,73,264,850,500,14.9,99.80000000000001
2021-01-01,10:40:00,173,73,264,1350,500,15.0,100.0
2021-01-01,10:41:00,174,74,248,1100,500,14.9,99.9
2021-01-01,10:42:00,175,75,236,900,400,15.0,99.80000000000001
2021-01-01,10:43:00,176,76,224,1400,300,14.9,100.0
2021-01-01,10:44:00,177,77,204,1050,225,15.0,99.9
2021-01-01,10:45:00,178,78,184,1550,1175,14.9,100.0
2021-01-01,10:46:00,178,78,638,1550,1175,15.0,100.0
2021-01-01,10:47:00,178,78,638,1550,1175,15.0,100.0
2021-01-01,10:48:00,178,78,638,1550,1175,15.0,100.0
2021-01-01,10:49:00,178,78,638,1550,1175,15.0,100.0
2021-01-01,10:50:00,179,79,618,1200,1100,14.9,99.9
2021-01-01,10:51:00,180,80,602,950,1100,15.0,99.80000000000001
2021-01-01,10:52:00,181,81,586,1450,1100,14.9,100.0
2021-01-01,10:53:00,182,82,566,1100,1025,15.0,99.9
2021-01-01,10:54:00,182,82,566,1100,1025,15.0,99.9
2021-01-01,10:55:00,183,83,554,900,925,14.9,99.80000000000001
2021-01-01,10:56:00,184,84,534,1400,850,15.0,100.0
