date,time,total_count,today_count,tank_beans,tank_water,tank_milk,barometer,thermometer
2021-01-01,09:00:00,100,0,500,1600,950,15.0,95.0
2021-01-01,09:01:00,100,0,500,1600,950,15.0,95.0
2021-01-01,09:02:00,101,1,480,1250,875,14.9,94.9
2021-01-01,09:03:00,101,1,480,1250,875,15.0,100.0
2021-01-01,09:04:00,102,2,460,900,800,14.9,99.9
2021-01-01,09:05:00,103,3,440,1400,725,15.0,100.0
2021-01-01,09:06:00,103,3,440,1400,725,15.0,100.0
2021-01-01,09:07:00,104,4,420,1050,650,14.9,99.9
2021-01-01,09:08:00,105,5,408,1550,550,15.0,100.0
2021-01-01,09:09:00,106,6,396,1350,450,14.9,99.9
2021-01-01,09:10:00,107,7,380,1100,450,15.0,99.80000000000001
2021-01-01,09:11:00,107,7,380,1100,450,15.0,99.80000000000001
2021-01-01,09:12:00,108,8,364,850,450,14.9,99.70000000000002
2021-01-01,09:13:00,109,9,344,1350,375,15.0,100.0
2021-01-01,09:14:00,110,10,324,1000,300,14.9,99.9
2021-01-01,09:15:00,111,11,308,1500,300,15.0,100.0
2021-01-01,09:16:00,112,12,296,1300,200,14.9,99.9
2021-01-01,09:17:00,113,13,280,1050,1150,15.0,99.80000000000001
2021-01-01,09:18:00,113,13,280,1550,1150,15.0,100.0
2021-01-01,09:19:00,113,13,280,1550,1150,15.0,100.0
2021-01-01,09:20:00,114,14,260,1200,1075,14.9,99.9
2021-01-01,09:21:00,115,15,248,1000,975,15.0,99.80000000000001
2021-01-01,09:22:00,116,16,236,1500,875,14.9,100.0
2021-01-01,09:23:00,117,17,224,1300,775,15.0,99.9
2021-01-01,09:24:00,118,18,208,1050,775,14.9,99.80000000000001
2021-01-01,09:25:00,118,18,208,1550,775,15.0,100.0
2021-01-01,09:26:00,118,18,208,1550,775,15.0,100.0
2021-01-01,09:27:00,119,19,196,1350,675,14.9,99.9
2021-01-01,09:28:00,120,20,650,1100,675,15.0,99.80000000000001
2021-01-01,09:29:00,120,20,650,1100,675,15.0,99.80000000000001
2021-01-01,09:30:00,121,21,634,850,675,14.9,99.70000000000002
2021-01-01,09:31:00,122,22,622,1350,575,15.0,100.0
2021-01-01,09:32:00,123,23,610,1150,475,14.9,99.9
2021-01-01,09:33:00,124,24,594,900,475,15.0,99.80000000000001
2021-01-01,09:34:00,125,25,582,1400,375,14.9,100.0
2021-01-01,09:35:00,126,26,562,1050,300,15.0,99.9
2021-01-01,09:36:00,127,27,546,1550,300,14.9,100.0
2021-01-01,09:37:00,128,28,530,1300,300,15.0,99.9
2021-01-01,09:38:00,129,29,518,1100,200,14.9,99.80000000000001
2021-01-01,09:39:00,130,30,506,900,1150,15.0,99.70000000000002
2021-01-01,09:40:00,131,31,486,1400,1075,14.9,100.0
2021-01-01,09:41:00,131,31,486,1400,1075,15.0,100.0
2021-01-01,09:42:00,132,32,470,1150,1075,14.9,99.9
2021-01-01,09:43:00,132,32,470,1150,1075,15.0,99.9
2021-01-01,09:44:00,133,33,458,950,975,14.9,99.80000000000001
2021-01-01,09:45:00,134,34,438,1450,900,15.0,100.0
2021-01-01,09:46:00,135,35,418,1100,825,14.9,99.9
2021-01-01,09:47:00,135,35,418,1100,825,15.0,99.9
2021-01-01,09:48:00,136,36,406,900,725,14.9,99.80000000000001
2021-01-01,09:49:00,137,37,386,1400,650,15.0,100.0
2021-01-01,09:50:00,137,37,386,1400,650,15.0,100.0
2021-01-01,09:51:00,138,38,366,1050,575,14.9,99.9
2021-01-01,09:52:00,138,38,366,1550,575,15.0,100.0
2021-01-01,09:53:00,139,39,350,1300,575,14.9,99.9
2021-01-01,09:54:00,140,40,338,1100,475,15.0,99.80000000000001
2021-01-01,09:55:00,141,41,326,900,375,14.9,99.70000000000002
2021-01-01,09:56:00,141,41,326,1400,375,15.0,100.0
2021-01-01,09:57:00,141,41,326,1400,375,15.0,100.0
2021-01-01,09:58:00,141,41,326,1400,375,15.0,100.0
2021-01-01,09:59:00,141,41,326,1400,375,15.0,100.0
2021-01-01,10:00:00,141,41,326,1400,375,15.0,100.0
2021-01-01,10:01:00,142,42,306,1050,300,14.9,99.9
2021-01-01,10:02:00,143,43,294,1550,200,15.0,100.0
2021-01-01,10:03:00,143,43,294,1550,1150,15.0,100.0
2021-01-01,10:04:00,144,44,278,1300,1150,14.9,99.9
2021-01-01,10:05:00,144,44,278,1300,1150,15.0,99.9
2021-01-01,10:06:00,145,45,258,950,1075,14.9,99.80000000000001
2021-01-01,10:07:00,146,46,238,1450,1000,15.0,100.0
2021-01-01,10:08:00,147,47,222,1200,1000,14.9,99.9
2021-01-01,10:09:00,147,47,222,1200,1000,15.0,99.9
2021-01-01,10:10:00,147,47,222,1200,1000,15.0,99.9
2021-01-01,10:11:00,148,48,206,950,1000,14.9,99.80000000000001
2021-01-01,10:12:00,149,49,186,1450,925,15.0,100.0
2021-01-01,10:13:00,149,49,640,1450,925,15.0,100.0
2021-01-01,10:14:00,149,49,640,1450,925,15.0,100.0
2021-01-01,10:15:00,150,50,628,1250,825,14.9,99.9
2021-01-01,10:16:00,151,51,616,1050,725,15.0,99.80000000000001
