date,time,total_count,today_count,tank_beans,tank_water,tank_milk,barometer,thermometer
2021-01-01,09:00:00,100,0,500,1600,950,15.0,95.0
2021-01-01,09:01:00,100,0,500,1600,950,15.0,95.0
2021-01-01,09:02:00,101,1,480,1250,875,14.9,94.9
2021-01-01,09:03:00,102,2,464,1000,875,15.0,100.0
2021-01-01,09:04:00,102,2,464,1500,875,15.0,100.0
2021-01-01,09:05:00,102,2,464,1500,875,15.0,100.0
2021-01-01,09:06:00,103,3,452,1300,775,14.9,99.9
2021-01-01,09:07:00,103,3,452,1300,775,15.0,99.9
2021-01-01,09:08:00,104,4,432,950,700,14.9,99.80000000000001
2021-01-01,09:09:00,105,5,412,1450,625,15.0,100.0
2021-01-01,09:10:00,105,5,412,1450,625,15.0,100.0
2021-01-01,09:11:00,105,5,412,1450,625,15.0,100.0
2021-01-01,09:12:00,105,5,412,1450,625,15.0,100.0
2021-01-01,09:13:00,105,5,412,1450,625,15.0,100.0
2021-01-01,09:14:00,106,6,392,1100,550,14.9,99.9
2021-01-01,09:15:00,106,6,392,1100,550,15.0,99.9
2021-01-01,09:16:00,106,6,392,1100,550,15.0,99.9
2021-01-01,09:17:00,107,7,372,750,475,14.9,99.80000000000001
2021-01-01,09:18:00,108,8,360,1250,375,15.0,100.0
2021-01-01,09:19:00,109,9,340,900,300,14.9,99.9
2021-01-01,09:20:00,110,10,320,1400,225,15.0,100.0
2021-01-01,09:21:00,110,10,320,1400,1175,15.0,100.0
2021-01-01,09:22:00,110,10,320,1400,1175,15.0,100.0
2021-01-01,09:23:00,111,11,300,1050,1100,14.9,99.9
2021-01-01,09:24:00,111,11,300,1550,1100,15.0,100.0
2021-01-01,09:25:00,112,12,284,1300,1100,14.9,99.9
2021-01-01,09:26:00,112,12,284,1300,1100,15.0,99.9
2021-01-01,09:27:00,112,12,284,1300,1100,15.0,99.9
2021-01-01,09:28:00,113,13,264,950,1025,14.9,99.80000000000001
2021-01-01,09:29:00,113,13,264,1450,1025,15.0,100.0
2021-01-01,09:30:00,114,14,244,1100,950,14.9,99.9
2021-01-01,09:31:00,114,14,244,1100,950,15.0,99.9
2021-01-01,09:32:00,115,15,224,750,875,14.9,99.80000000000001
2021-01-01,09:33:00,115,15,224,1250,875,15.0,100.0
2021-01-01,09:34:00,115,15,224,1250,875,15.0,100.0
2021-01-01,09:35:00,116,16,204,900,800,14.9,99.9
2021-01-01,09:36:00,117,17,184,1400,725,15.0,100.0
2021-01-01,09:37:00,118,18,638,1150,725,14.9,99.9
2021-01-01,09:38:00,119,19,622,900,725,15.0,99.80000000000001
2021-01-01,09:39:00,120,20,602,1400,650,14.9,100.0
2021-01-01,09:40:00,121,21,582,1050,575,15.0,99.9
2021-01-01,09:41:00,122,22,562,1550,500,14.9,100.0
2021-01-01,09:42:00,123,23,542,1200,425,15.0,99.9
2021-01-01,09:43:00,123,23,542,1200,425,15.0,99.9
2021-01-01,09:44:00,123,23,542,1200,425,15.0,99.9
2021-01-01,09:45:00,123,23,542,1200,425,15.0,99.9
2021-01-01,09:46:00,123,23,542,1200,425,15.0,99.9
2021-01-01,09:47:00,123,23,542,1200,425,15.0,99.9
2021-01-01,09:48:00,123,23,542,1200,425,15.0,99.9
2021-01-01,09:49:00,124,24,522,850,350,14.9,99.80000000000001
2021-01-01,09:50:00,125,25,502,1350,275,15.0,100.0
2021-01-01,09:51:00,125,25,502,1350,275,15.0,100.0
2021-01-01,09:52:00,126,26,490,1150,175,14.9,99.9
2021-01-01,09:53:00,126,26,490,1150,1125,15.0,99.9
2021-01-01,09:54:00,126,26,490,1150,1125,15.0,99.9
2021-01-01,09:55:00,127,27,478,950,1025,14.9,99.80000000000001
2021-01-01,09:56:00,128,28,462,1450,1025,15.0,100.0
2021-01-01,09:57:00,129,29,446,1200,1025,14.9,99.9
2021-01-01,09:58:00,129,29,446,1200,1025,15.0,99.9
2021-01-01,09:59:00,129,29,446,1200,1025,15.0,99.9
2021-01-01,10:00:00,129,29,446,1200,1025,15.0,99.9
2021-01-01,10:01:00,129,29,446,1200,1025,15.0,99.9
2021-01-01,10:02:00,129,29,446,1200,1025,15.0,99.9
2021-01-01,10:03:00,130,30,430,950,1025,14.9,99.80000000000001
2021-01-01,10:04:00,130,30,430,1450,1025,15.0,100.0
2021-01-01,10:05:00,130,30,430,1450,1025,15.0,100.0
2021-01-01,10:06:00,131,31,414,1200,1025,14.9,99.9
2021-01-01,10:07:00,131,31,414,1200,1025,15.0,99.9
2021-01-01,10:08:00,131,31,414,1200,1025,15.0,99.9
2021-01-01,10:09:00,131,31,414,1200,1025,15.0,99.9
2021-01-01,10:10:00,131,31,414,1200,1025,15.0,99.9
2021-01-01,10:11:00,132,32,402,1000,925,14.9,99.80000000000001
2021-01-01,10:12:00,132,32,402,1500,925,15.0,100.0
2021-01-01,10:13:00,132,32,402,1500,925,15.0,100.0
2021-01-01,10:14:00,132,32,402,1500,925,15.0,100.0
2021-01-01,10:15:00,132,32,402,1500,925,15.0,100.0
2021-01-01,10:16:00,133,33,382,1150,850,14.9,99.9
2021-01-01,10:17:00,133,33,382,1150,850,15.0,99.9
