date,time,total_count,today_count,tank_beans,tank_water,tank_milk,barometer,thermometer
2021-01-01,09:00:00,100,0,500,1600,950,15.0,95.0
2021-01-01,09:01:00,100,0,500,1600,950,15.0,95.0
2021-01-01,09:02:00,100,0,500,1600,950,15.0,95.0
2021-01-01,09:03:00,101,1,488,1400,850,14.9,94.9
2021-01-01,09:04:00,101,1,488,1400,850,15.0,100.0
2021-01-01,09:05:00,102,2,476,1200,750,14.9,99.9
2021-01-01,09:06:00,102,2,476,1200,750,15.0,99.9
2021-01-01,09:07:00,103,3,456,850,675,14.9,99.80000000000001
2021-01-01,09:08:00,103,3,456,1350,675,15.0,100.0
2021-01-01,09:09:00,104,4,440,1100,675,14.9,99.9
2021-01-01,09:10:00,105,5,424,850,675,15.0,99.80000000000001
2021-01-01,09:11:00,105,5,424,1350,675,15.0,100.0
2021-01-01,09:12:00,106,6,404,1000,600,14.9,99.9
2021-01-01,09:13:00,107,7,384,1500,525,15.0,100.0
2021-01-01,09:14:00,107,7,384,1500,525,15.0,100.0
2021-01-01,09:15:00,108,8,368,1250,525,14.9,99.9
2021-01-01,09:16:00,108,8,368,1250,525,15.0,99.9
2021-01-01,09:17:00,109,9,356,1050,425,14.9,99.80000000000001
2021-01-01,09:18:00,110,10,340,1550,425,15.0,100.0
2021-01-01,09:19:00,110,10,340,1550,425,15.0,100.0
2021-01-01,09:20:00,111,11,320,1200,350,14.9,99.9
2021-01-01,09:21:00,112,12,304,950,350,15.0,99.80000000000001
2021-01-01,09:22:00,113,13,292,1450,250,14.9,100.0
2021-01-01,09:23:00,114,14,272,1100,175,15.0,99.9
2021-01-01,09:24:00,114,14,272,1100,1125,15.0,99.9
2021-01-01,09:25:00,115,15,256,850,1125,14.9,99.80000000000001
2021-01-01,09:26:00,115,15,256,1350,1125,15.0,100.0
2021-01-01,09:27:00,116,16,240,1100,1125,14.9,99.9
2021-01-01,09:28:00,117,17,224,850,1125,15.0,99.80000000000001
2021-01-01,09:29:00,118,18,208,1350,1125,14.9,100.0
2021-01-01,09:30:00,119,19,188,1000,1050,15.0,99.9
2021-01-01,09:31:00,119,19,642,1500,1050,15.0,100.0
2021-01-01,09:32:00,120,20,630,1300,950,14.9,99.9
2021-01-01,09:33:00,121,21,614,1050,950,15.0,99.80000000000001
2021-01-01,09:34:00,122,22,598,1550,950,14.9,100.0
2021-01-01,09:35:00,123,23,578,1200,875,15.0,99.9
2021-01-01,09:36:00,124,24,562,950,875,14.9,99.80000000000001
2021-01-01,09:37:00,125,25,542,1450,800,15.0,100.0
2021-01-01,09:38:00,126,26,526,1200,800,14.9,99.9
2021-01-01,09:39:00,127,27,506,850,725,15.0,99.80000000000001
2021-01-01,09:40:00,128,28,490,1350,725,14.9,100.0
2021-01-01,09:41:00,129,29,470,1000,650,15.0,99.9
2021-01-01,09:42:00,129,29,470,1500,650,15.0,100.0
2021-01-01,09:43:00,130,30,458,1300,550,14.9,99.9
2021-01-01,09:44:00,131,31,442,1050,550,15.0,99.80000000000001
2021-01-01,09:45:00,132,32,430,1550,450,14.9,100.0
2021-01-01,09:46:00,133,33,418,1350,350,15.0,99.9
2021-01-01,09:47:00,134,34,402,1100,350,14.9,99.80000000000001
2021-01-01,09:48:00,134,34,402,1100,350,15.0,99.80000000000001
2021-01-01,09:49:00,135,35,386,850,350,14.9,99.70000000000002
2021-01-01,09:50:00,136,36,370,1350,350,15.0,100.0
2021-01-01,09:51:00,136,36,370,1350,350,15.0,100.0
2021-01-01,09:52:00,137,37,354,1100,350,14.9,99.9
2021-01-01,09:53:00,138,38,342,900,250,15.0,99.80000000000001
2021-01-01,09:54:00,139,39,326,1400,250,14.9,100.0
2021-01-01,09:55:00,140,40,306,1050,175,15.0,99.9
2021-01-01,09:56:00,141,41,290,1550,1125,14.9,100.0
2021-01-01,09:57:00,142,42,274,1300,1125,15.0,99.9
2021-01-01,09:58:00,142,42,274,1300,1125,15.0,99.9
2021-01-01,09:59:00,142,42,274,1300,1125,15.0,99.9
2021-01-01,10:00:00,143,43,254,950,1050,14.9,99.80000000000001
2021-01-01,10:01:00,144,44,238,1450,1050,15.0,100.0
2021-01-01,10:02:00,145,45,222,1200,1050,14.9,99.9
2021-01-01,10:03:00,146,46,210,1000,950,15.0,99.80000000000001
2021-01-01,10:04:00,147,47,190,1500,875,14.9,100.0
2021-01-01,10:05:00,148,48,644,1250,875,15.0,99.9
2021-01-01,10:06:00,149,49,624,900,800,14.9,99.80000000000001
2021-01-01,10:07:00,149,49,624,1400,800,15.0,100.0
2021-01-01,10:08:00,150,50,612,1200,700,14.9,99.9
2021-01-01,10:09:00,151,51,592,850,625,15.0,99.80000000000001
2021-01-01,10:10:00,151,51,592,1350,625,15.0,100.0
2021-01-01,10:11:00,152,52,576,1100,625,14.9,99.9
2021-01-01,10:12:00,153,53,564,900,525,15.0,99.80000000000001
2021-01-01,10:13:00,153,53,564,1400,525,15.0,100.0
2021-01-01,10:14:00,154,54,552,1200,425,14.9,99.9
2021-01-01,10:15:00,155,55,540,1000,325,15.0,99.80000000000001
2021-01-01,10:16:00,155,55,540,1500,325,15.0,100.0
