date,time,total_count,today_count,tank_beans,tank_water,tank_milk,barometer,thermometer
2021-01-01,09:00:00,100,0,500,1600,950,15.0,95.0
2021-01-01,09:01:00,100,0,500,1600,950,15.0,95.0
2021-01-01,09:02:00,100,0,500,1600,950,15.0,95.0
2021-01-01,09:03:00,101,1,488,1400,850,14.9,94.9
2021-01-01,09:04:00,101,1,488,1400,850,15.0,100.0
2021-01-01,09:05:00,101,1,488,1400,850,15.0,100.0
2021-01-01,09:06:00,102,2,472,1150,850,14.9,99.9
2021-01-01,09:07:00,102,2,472,1150,850,15.0,99.9
2021-01-01,09:08:00,103,3,452,800,775,14.9,99.80000000000001
2021-01-01,09:09:00,104,4,436,1300,775,15.0,100.0
2021-01-01,09:10:00,104,4,436,1300,775,15.0,100.0
2021-01-01,09:11:00,104,4,436,1300,775,15.0,100.0
2021-01-01,09:12:00,105,5,416,950,700,14.9,99.9
2021-01-01,09:13:00,106,6,404,1450,600,15.0,100.0
2021-01-01,09:14:00,106,6,404,1450,600,15.0,100.0
2021-01-01,09:15:00,107,7,388,1200,600,14.9,99.9
2021-01-01,09:16:00,107,7,388,1200,600,15.0,99.9
2021-01-01,09:17:00,108,8,372,950,600,14.9,99.80000000000001
2021-01-01,09:18:00,108,8,372,1450,600,15.0,100.0
2021-01-01,09:19:00,109,9,360,1250,500,14.9,99.9
2021-01-01,09:20:00,109,9,360,1250,500,15.0,99.9
2021-01-01,09:21:00,109,9,360,1250,500,15.0,99.9
2021-01-01,09:22:00,109,9,360,1250,500,15.0,99.9
2021-01-01,09:23:00,110,10,344,1000,500,14.9,99.80000000000001
2021-01-01,09:24:00,110,10,344,1500,500,15.0,100.0
2021-01-01,09:25:00,110,10,344,1500,500,15.0,100.0
2021-01-01,09:26:00,111,11,332,1300,400,14.9,99.9
2021-01-01,09:27:00,112,12,320,1100,300,15.0,99.80000000000001
2021-01-01,09:28:00,113,13,300,750,225,14.9,99.70000000000002
2021-01-01,09:29:00,114,14,288,1250,1175,15.0,100.0
2021-01-01,09:30:00,114,14,288,1250,1175,15.0,100.0
2021-01-01,09:31:00,115,15,276,1050,1075,14.9,99.9
2021-01-01,09:32:00,115,15,276,1550,1075,15.0,100.0
2021-01-01,09:33:00,116,16,260,1300,1075,14.9,99.9
2021-01-01,09:34:00,117,17,248,1100,975,15.0,99.80000000000001
2021-01-01,09:35:00,117,17,248,1100,975,15.0,99.80000000000001
2021-01-01,09:36:00,117,17,248,1100,975,15.0,99.80000000000001
2021-01-01,09:37:00,117,17,248,1100,975,15.0,99.80000000000001
2021-01-01,09:38:00,118,18,232,850,975,14.9,99.70000000000002
2021-01-01,09:39:00,119,19,216,1350,975,15.0,100.0
2021-01-01,09:40:00,119,19,216,1350,975,15.0,100.0
2021-01-01,09:41:00,120,20,204,1150,875,14.9,99.9
2021-01-01,09:42:00,120,20,204,1150,875,15.0,99.9
2021-01-01,09:43:00,120,20,204,1150,875,15.0,99.9
2021-01-01,09:44:00,120,20,204,1150,875,15.0,99.9
2021-01-01,09:45:00,121,21,188,900,875,14.9,99.80000000000001
2021-01-01,09:46:00,121,21,642,1400,875,15.0,100.0
2021-01-01,09:47:00,121,21,642,1400,875,15.0,100.0
2021-01-01,09:48:00,121,21,642,1400,875,15.0,100.0
2021-01-01,09:49:00,122,22,630,1200,775,14.9,99.9
2021-01-01,09:50:00,123,23,614,950,775,15.0,99.80000000000001
2021-01-01,09:51:00,123,23,614,1450,775,15.0,100.0
2021-01-01,09:52:00,124,24,598,1200,775,14.9,99.9
2021-01-01,09:53:00,125,25,578,850,700,15.0,99.80000000000001
2021-01-01,09:54:00,125,25,578,1350,700,15.0,100.0
2021-01-01,09:55:00,125,25,578,1350,700,15.0,100.0
2021-01-01,09:56:00,126,26,562,1100,700,14.9,99.9
2021-01-01,09:57:00,127,27,550,900,600,15.0,99.80000000000001
2021-01-01,09:58:00,127,27,550,1400,600,15.0,100.0
2021-01-01,09:59:00,128,28,534,1150,600,14.9,99.9
2021-01-01,10:00:00,128,28,534,1150,600,15.0,99.9
2021-01-01,10:01:00,128,28,534,1150,600,15.0,99.9
2021-01-01,10:02:00,129,29,518,900,600,14.9,99.80000000000001
2021-01-01,10:03:00,129,29,518,1400,600,15.0,100.0
2021-01-01,10:04:00,130,30,506,1200,500,14.9,99.9
2021-01-01,10:05:00,131,31,490,950,500,15.0,99.80000000000001
2021-01-01,10:06:00,132,32,474,1450,500,14.9,100.0
2021-01-01,10:07:00,132,32,474,1450,500,15.0,100.0
2021-01-01,10:08:00,132,32,474,1450,500,15.0,100.0
2021-01-01,10:09:00,132,32,474,1450,500,15.0,100.0
2021-01-01,10:10:00,133,33,458,1200,500,14.9,99.9
2021-01-01,10:11:00,134,34,442,950,500,15.0,99.80000000000001
2021-01-01,10:12:00,135,35,426,1450,500,14.9,100.0
2021-01-01,10:13:00,136,36,410,1200,500,15.0,99.9
2021-01-01,10:14:00,136,36,410,1200,500,15.0,99.9
2021-01-01,10:15:00,136,36,410,1200,500,15.0,99.9
2021-01-01,10:16:00,137,37,394,950,500,14.9,99.80000000000001
2021-01-01,10:17:00,137,37,394,1450,500,15.0,100.0
